date,bitcoin,ethereum,tether,usd-coin,binance-coin,xrp,binance-usd,cardano,solana,dogecoin,polkadot,avalanche,wrapped-bitcoin,tron,multi-collateral-dai,shiba-inu,polygon,litecoin,crypto-com-coin,unus-sed-leo,near-protocol,ftx-token,bitcoin-cash,uniswap,chainlink,stellar,bitcoin-bep2,algorand,monero,flow,ethereum-classic,cosmos,elrond-egld,decentraland,vechain,internet-computer,filecoin,tezos,the-sandbox,zcash,defichain,hedera-hashgraph,frax,kucoin-token,maker,pancakeswap,axie-infinity,eos,terrausd,theta,trueusd,aave,klaytn,the-graph,huobi-token,trustnote,thorchain,bitcoin-sv,iota,helium,paxos-standard,ecash,fantom,quant,chiliz,nexo,okb,neo,waves,convex-finance,stacks,kusama,zilliqa,dash,loopring,enjin-coin,pax-gold,celo,curve-dao-token,basic-attention-token,gnosis-gno,amp,gala,xinfin-network,harmony,mina,decred,nem,arweave,compound,kava,kadena,lido-dao,holo,gatetoken,fei-protocol,kyber-network,qtum,bancor,1inch
2017-05-20,1988.961436135624,124.67157754552281,0.9893465560605346,,0.0087402822030777,0.33599437585998404,,,,0.0015771102567789907,,,,,,,,27.236656282756996,,,,,,,,0.05239571459724249,,,32.7701893468663,,7.2354580763224385,,,,,,,,,106.30447117322545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6110909354419425,,,,,101.82972105189369,,,,,,,170.23533257200552,,,,,,20.17196452952782,0.2282239946388524,,,,,,,,,,,,
2017-05-21,2041.043205772914,133.12488208256767,0.9934677237806692,,,0.3407585266418795,,,,0.0023545590769270368,,,,,,,,26.478642817096922,,,,,,,,0.057249045091040014,,,34.79970570739129,,7.154961006783687,,,,,,,,,109.84714580630205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7935647357083306,,,,,99.6019006529546,,,,,,,195.79692912041585,,,,,,20.56516672407566,0.2373516242975142,,,,,,,,,,,,
2017-05-22,2132.615874751864,162.3946610228509,0.9940559655882353,,0.0095968975435414,0.3066785431985433,,,,0.0029951207921169775,,,,,,,,24.59564079510536,,,,,,,,0.055120529183934626,,,35.60627983072979,,8.605528567239103,,,,,,,,,163.8728521856602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9019116762279773,,,,,109.85918305788041,,,,,,,215.23775717328417,,,,,,19.755083274525123,0.2551195748265629,,,,,,,,,,,,
2017-05-23,2192.000967923194,162.8510966444122,0.994255720169996,,,0.31402030382962964,,,,0.0033427200737878417,,,,,,,,27.57695904090696,,,,,,,,0.05431024250333976,,,42.68574535466342,,9.29222841401096,,,,,,,,,239.28591543519968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6743333562199116,,,,,131.33291842599388,,,,,,,220.04458737420157,,,,,,21.426663323986265,0.25260723152818776,,,,,,,,,,6.095773135790807,,
2017-05-24,2357.398184433339,185.62832005200352,0.9997786750308234,,0.0107006309427467,0.3151579010453939,,,,0.003534721016487368,,,,,,,,32.36047394035174,,,,,,,,0.054790915741036436,,,53.926331812099185,,14.350187062185812,,,,,,,,,253.0955578072939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32618632389378,,,,,146.96753594587173,,,,,,,258.9317098593446,,,,,,24.65596432488366,0.2535223971213917,,,,,,,,,,7.85446219775013,,
2017-05-25,2545.894707898613,194.8886657718246,1.0165136871741876,,,0.2692300189217138,,,,0.0031658827258846645,,,,,,,,31.412277772893017,,,,,,,,0.04508861048471148,,,45.34779733156804,,18.903154942566054,,,,,,,,,230.74185340519506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6511490242961973,,,,,135.18683727252335,,,,,,,262.3505915726659,,,,,,23.883253260119705,0.2246883577827197,,,,,,,,,,5.666623343084518,,
2017-05-26,2372.6741141557322,178.08860059060888,1.0268912817594162,,0.0111382865615555,0.28886076083749307,,,,0.002880932974327122,,,,,,,,28.11183162678548,,,,,,,,0.045883401665413735,,,40.896740401168344,,15.968602061893458,,,,,,,,,219.90462967294965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6562206003901982,,,,,127.88758481280765,,,,,,,228.6481795582171,,,,,,20.46004011413868,0.2115765970895315,,,,,,,,,,4.844276866659451,,
2017-05-27,2046.8919682419878,148.8478444789363,1.0330548449756978,,,0.21717793200240193,,,,0.0020909316116037528,,,,,,,,22.55046821127932,,,,,,,,0.032352008562486455,,,33.60543317524128,,12.868514777286546,,,,,,,,,176.1601245876283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.182471228784607,,,,,101.582474866934,,,,,,,179.37675564656652,,,,,,18.41127120874215,0.1699808846009777,,,,,,,,,,3.800311356149348,,
2017-05-28,2155.227075646808,167.93146870691575,1.0252144740728806,,,0.2231684481489175,,,,0.0024595343586382035,,,,,,,,23.763402130671828,,,,,,,,0.03649738633718585,,,36.39659044236766,,15.487878664872547,,,,,,,,,193.64536681677748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.470008220826096,,,,,107.90280567458781,,,,,,,208.6088329928483,,,,,,19.970704140115785,0.19604784263998087,,,,,,,,,,5.076076506243469,,
2017-05-29,2212.0498491204808,177.24082534102644,1.031159552707128,,0.0099906381132037,0.22816904844554245,,,,0.00250915251474972,,,,,,,,24.548200825520706,,,,,,,,0.036590006662549183,,,39.706980962181476,,15.506798643891871,,,,,,,,,195.54066088101334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.623862249053143,,,,,111.88376507358288,,,,,,,217.07430696850685,,,,,,19.81853354968269,0.20326636272292692,,,,,,,,,,4.774538836992977,,
